State	District	Market	Commodity	Variety	Grade	Arrival_Date	Min_x0020_Price	Max_x0020_Price	Modal_x0020_Price
Uttar Pradesh	Jaunpur	Mugrabaadshahpur	Pomegranate	Pomogranate	Medium	07/08/2025	7030	7230	7130
Uttar Pradesh	Jaunpur	Mugrabaadshahpur	Pumpkin	Pumpkin	FAQ	07/08/2025	1320	1520	1420
Uttar Pradesh	Jaunpur	Mugrabaadshahpur	Raddish	Raddish	FAQ	07/08/2025	2210	2410	2310
Uttar Pradesh	Jaunpur	Mugrabaadshahpur	White Peas	White Peas	FAQ	07/08/2025	4110	4310	4210
Uttar Pradesh	Jaunpur	Shahganj	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1500	1580	1540
Uttar Pradesh	Jaunpur	Shahganj	Tomato	Hybrid	FAQ	07/08/2025	3900	4000	3950
Uttar Pradesh	Jaunpur	Shahganj	Wheat	Dara	FAQ	07/08/2025	2525	2545	2535
Uttar Pradesh	Jhansi	Chirgaon	Potato	Desi	FAQ	07/08/2025	1000	1100	1060
Uttar Pradesh	Jhansi	Chirgaon	Wheat	Dara	FAQ	07/08/2025	2500	2580	2510
Uttar Pradesh	Jhansi	Jhansi	Apple	Delicious	Medium	07/08/2025	8100	8250	8120
Uttar Pradesh	Jhansi	Jhansi	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1700	1850	1750
Uttar Pradesh	Jhansi	Jhansi	Bitter gourd	Bitter Gourd	FAQ	07/08/2025	2400	2650	2450
Uttar Pradesh	Jhansi	Jhansi	Cauliflower	Local	FAQ	07/08/2025	2400	2650	2450
Uttar Pradesh	Jhansi	Moth	Potato	Desi	FAQ	07/08/2025	1020	1150	1100
Uttar Pradesh	Kannuj	Chhibramau	Tomato	Hybrid	FAQ	07/08/2025	3500	3700	3600
Uttar Pradesh	Kannuj	Kannauj	Apple	Delicious	Medium	07/08/2025	11800	12000	11900
Uttar Pradesh	Kannuj	Kannauj	Banana	Banana - Ripe	Medium	07/08/2025	2800	2900	2850
Uttar Pradesh	Kannuj	Kannauj	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3800	3900	3850
Uttar Pradesh	Kannuj	Kannauj	Green Chilli	Green Chilly	FAQ	07/08/2025	5150	5250	5200
Uttar Pradesh	Kannuj	Kannauj	Lemon	Lemon	FAQ	07/08/2025	4000	4100	4050
Uttar Pradesh	Kannuj	Kannauj	Onion	Red	FAQ	07/08/2025	1250	1350	1300
Uttar Pradesh	Kannuj	Kannauj	Ridgeguard(Tori)	Ridgeguard(Tori)	FAQ	07/08/2025	1580	1660	1620
Uttar Pradesh	Kannuj	Kannauj	Tomato	Hybrid	FAQ	07/08/2025	3600	3700	3650
Uttar Pradesh	Kanpur	Choubepur	Barley (Jau)	Dara	FAQ	07/08/2025	2310	2410	2360
Uttar Pradesh	Kanpur	Kanpur(Grain)	Arhar (Tur/Red Gram)(Whole)	Arhar (Whole)	Non-FAQ	07/08/2025	7490	7590	7540
Uttar Pradesh	Kanpur	Kanpur(Grain)	Garlic	Desi	FAQ	07/08/2025	6050	6250	6150
Uttar Pradesh	Kanpur	Kanpur(Grain)	Green Chilli	Green Chilly	FAQ	07/08/2025	5070	5270	5170
Uttar Pradesh	Kanpur	Kanpur(Grain)	Green Gram (Moong)(Whole)	Green (Whole)	FAQ	07/08/2025	8630	8730	8682
Uttar Pradesh	Kanpur	Kanpur(Grain)	Jowar(Sorghum)	Jowar ( White)	FAQ	07/08/2025	2700	2800	2750
Uttar Pradesh	Kanpur	Kanpur(Grain)	Mousambi(Sweet Lime)	Mousambi	Medium	07/08/2025	2720	2920	2820
Uttar Pradesh	Kanpur	Kanpur(Grain)	Onion	Red	FAQ	07/08/2025	1210	1410	1310
Uttar Pradesh	Kanpur	Kanpur(Grain)	Potato	Desi	FAQ	07/08/2025	910	1110	1010
Uttar Pradesh	Kanpur	Kanpur(Grain)	Wheat	Dara	FAQ	07/08/2025	2480	2580	2530
Uttar Pradesh	Kanpur	Uttaripura	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1350	1550	1450
Uttar Pradesh	Kanpur	Uttaripura	Green Gram (Moong)(Whole)	Green (Whole)	FAQ	07/08/2025	8600	8725	8682
Uttar Pradesh	Kanpur	Uttaripura	Lemon	Lemon	FAQ	07/08/2025	3900	4100	4000
Uttar Pradesh	Kanpur	Uttaripura	Wheat	Dara	FAQ	07/08/2025	2465	2550	2515
Uttar Pradesh	Kanpur Dehat	Pukharayan	Apple	Delicious	Medium	07/08/2025	11900	11920	11910
Uttar Pradesh	Kanpur Dehat	Pukharayan	Bengal Gram Dal (Chana Dal)	Bengal Gram Dal	FAQ	07/08/2025	7530	7550	7540
Uttar Pradesh	Kanpur Dehat	Pukharayan	Bengal Gram(Gram)(Whole)	Desi (Whole)	FAQ	07/08/2025	6350	6375	6365
Uttar Pradesh	Kanpur Dehat	Pukharayan	Green Chilli	Green Chilly	FAQ	07/08/2025	5400	5430	5420
Uttar Pradesh	Kanpur Dehat	Pukharayan	Mustard	Sarson(Black)	FAQ	07/08/2025	6960	6990	6980
Uttar Pradesh	Kanpur Dehat	Pukharayan	Onion	Red	FAQ	07/08/2025	1260	1285	1275
Uttar Pradesh	Kanpur Dehat	Pukharayan	Pomegranate	Pomogranate	Medium	07/08/2025	6500	6530	6520
Uttar Pradesh	Kanpur Dehat	Pukharayan	Pumpkin	Pumpkin	FAQ	07/08/2025	1240	1260	1250
Uttar Pradesh	Kanpur Dehat	Pukharayan	Tomato	Deshi	Non-FAQ	07/08/2025	3400	3430	3415
Uttar Pradesh	Kasganj	Kasganj	Bengal Gram(Gram)(Whole)	Desi (Whole)	FAQ	07/08/2025	6480	6580	6530
Uttar Pradesh	Kasganj	Kasganj	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1000	1120	1050
Uttar Pradesh	Kasganj	Kasganj	Cucumbar(Kheera)	Cucumbar	FAQ	07/08/2025	1620	1830	1700
Uttar Pradesh	Kasganj	Kasganj	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3550	3730	3680
Uttar Pradesh	Kasganj	Kasganj	Mustard Oil	Mustard Oil	FAQ	07/08/2025	14125	14175	14150
Uttar Pradesh	Kasganj	Kasganj	Rice	III	FAQ	07/08/2025	3380	3440	3400
Uttar Pradesh	Kaushambi	Manjhanpur	Apple	Golden	Medium	07/08/2025	10300	10570	10425
Uttar Pradesh	Kaushambi	Manjhanpur	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1560	1755	1650
Uttar Pradesh	Kaushambi	Manjhanpur	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1440	1590	1510
Uttar Pradesh	Kaushambi	Manjhanpur	Brinjal	Brinjal	FAQ	07/08/2025	1560	1740	1650
Uttar Pradesh	Kaushambi	Manjhanpur	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3765	3940	3850
Uttar Pradesh	Kaushambi	Manjhanpur	Pomegranate	Pomogranate	Medium	07/08/2025	7100	7400	7250
Uttar Pradesh	Kaushambi	Manjhanpur	Sponge gourd	Sponge gourd	FAQ	07/08/2025	1715	1890	1800
Uttar Pradesh	Khiri (Lakhimpur)	Maigalganj	Brinjal	Other	FAQ	07/08/2025	1800	1870	1835
Uttar Pradesh	Khiri (Lakhimpur)	Maigalganj	Cabbage	Cabbage	FAQ	07/08/2025	1500	1540	1524
Uttar Pradesh	Khiri (Lakhimpur)	Maigalganj	Lemon	Lemon	FAQ	07/08/2025	4100	4150	4125
Uttar Pradesh	Khiri (Lakhimpur)	Maigalganj	Onion	Red	FAQ	07/08/2025	2700	2770	2740
Uttar Pradesh	Khiri (Lakhimpur)	Maigalganj	Tomato	Local	Non-FAQ	07/08/2025	2400	2460	2430
Uttar Pradesh	Khiri (Lakhimpur)	Mohammdi	Black Gram Dal (Urd Dal)	Black Gram Dal	FAQ	07/08/2025	10140	10220	10180
Uttar Pradesh	Khiri (Lakhimpur)	Mohammdi	Paddy(Dhan)(Common)	Common	Non-FAQ	07/08/2025	1600	1700	1650
Uttar Pradesh	Khiri (Lakhimpur)	Mohammdi	Potato	Haldwani	Non-FAQ	07/08/2025	880	970	925
Uttar Pradesh	Khiri (Lakhimpur)	Mohammdi	Pumpkin	Other	FAQ	07/08/2025	1300	1400	1355
Uttar Pradesh	Lakhimpur	Golagokarnath	Banana	Banana - Ripe	Medium	07/08/2025	2600	2700	2650
Uttar Pradesh	Lakhimpur	Golagokarnath	Lentil (Masur)(Whole)	Masoor Gola	FAQ	07/08/2025	6600	6700	6660
Uttar Pradesh	Lakhimpur	Golagokarnath	Paddy(Dhan)(Common)	Common	FAQ	07/08/2025	1960	2050	2020
Uttar Pradesh	Lakhimpur	Golagokarnath	Pumpkin	Pumpkin	FAQ	07/08/2025	1300	1450	1380
Uttar Pradesh	Lakhimpur	Golagokarnath	Tomato	Hybrid	Non-FAQ	07/08/2025	3400	3500	3450
Uttar Pradesh	Lakhimpur	Lakhimpur	Bengal Gram(Gram)(Whole)	Desi (Whole)	Non-FAQ	07/08/2025	6350	6460	6400
Uttar Pradesh	Lakhimpur	Lakhimpur	Garlic	Desi	FAQ	07/08/2025	6100	6360	6280
Uttar Pradesh	Lakhimpur	Lakhimpur	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3680	3930	3850
Uttar Pradesh	Lakhimpur	Lakhimpur	Gur(Jaggery)	Pathari	FAQ	07/08/2025	3650	3930	3870
Uttar Pradesh	Lakhimpur	Lakhimpur	Lentil (Masur)(Whole)	Masoor Gola	FAQ	07/08/2025	6500	6730	6670
Uttar Pradesh	Lakhimpur	Lakhimpur	Maize	Yellow	Non-FAQ	07/08/2025	2000	2070	2025
Uttar Pradesh	Lakhimpur	Lakhimpur	Potato	Local	FAQ	07/08/2025	1100	1200	1145
Uttar Pradesh	Lucknow	Lucknow	Banana	Banana - Ripe	Medium	07/08/2025	2800	2900	2850
Uttar Pradesh	Lucknow	Lucknow	Banana - Green	Banana - Green	FAQ	07/08/2025	1740	1840	1790
Uttar Pradesh	Lucknow	Lucknow	Bengal Gram(Gram)(Whole)	Average (Whole)	FAQ	07/08/2025	6620	6720	6670
Uttar Pradesh	Lucknow	Lucknow	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1750	1850	1800
Uttar Pradesh	Lucknow	Lucknow	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1500	1600	1550
Uttar Pradesh	Lucknow	Lucknow	Capsicum	Capsicum	FAQ	07/08/2025	5050	5150	5100
Uttar Pradesh	Lucknow	Lucknow	Green Chilli	Green Chilly	FAQ	07/08/2025	4500	4600	4550
Uttar Pradesh	Lucknow	Lucknow	Lemon	Lemon	FAQ	07/08/2025	4750	4950	4850
Uttar Pradesh	Lucknow	Lucknow	Onion	Red	FAQ	07/08/2025	1330	1430	1380
Uttar Pradesh	Lucknow	Lucknow	Pumpkin	Pumpkin	FAQ	07/08/2025	1450	1550	1500
Uttar Pradesh	Lucknow	Lucknow	Rice	Common	FAQ	07/08/2025	3370	3470	3420
Uttar Pradesh	Maharajganj	Anandnagar	Papaya	Papaya	Medium	07/08/2025	2000	2400	2200
Uttar Pradesh	Maharajganj	Gadaura	Bitter gourd	Bitter Gourd	FAQ	07/08/2025	1400	1600	1500
Uttar Pradesh	Maharajganj	Gadaura	Garlic	Garlic	FAQ	07/08/2025	3100	3300	3200
Uttar Pradesh	Maharajganj	Gadaura	Ginger(Green)	Green Ginger	FAQ	07/08/2025	4000	4200	4100
Uttar Pradesh	Maharajganj	Gadaura	Jack Fruit	Other	Medium	07/08/2025	1800	2000	1900
Uttar Pradesh	Maharajganj	Gadaura	Sponge gourd	Other	FAQ	07/08/2025	1400	1600	1500
Uttar Pradesh	Maharajganj	Partaval	Banana - Green	Banana - Green	FAQ	07/08/2025	1760	1910	1835
Uttar Pradesh	Maharajganj	Partaval	Potato	Desi	FAQ	07/08/2025	950	1100	1025
Uttar Pradesh	Mahoba	Mahoba	Apple	Delicious	Medium	07/08/2025	9850	9960	9910
Uttar Pradesh	Mahoba	Mahoba	Banana	Banana - Ripe	Medium	07/08/2025	2250	2360	2300
Uttar Pradesh	Mahoba	Mahoba	Bengal Gram(Gram)(Whole)	Desi (Whole)	FAQ	07/08/2025	5850	5950	5890
Uttar Pradesh	Mahoba	Mahoba	Groundnut	Balli/Habbu	Non-FAQ	07/08/2025	4600	4750	4650
Uttar Pradesh	Mahoba	Mahoba	Mousambi(Sweet Lime)	Mousambi	Medium	07/08/2025	3200	3300	3230
Uttar Pradesh	Mahoba	Mahoba	Mustard	Sarson(Black)	FAQ	07/08/2025	6700	6850	6780
Uttar Pradesh	Mahoba	Mahoba	Potato	Desi	FAQ	07/08/2025	1100	1210	1140
Uttar Pradesh	Mainpuri	Ghiraur	Banana	Banana - Ripe	Medium	07/08/2025	2550	2750	2650
Uttar Pradesh	Mainpuri	Ghiraur	Wheat	Dara	FAQ	07/08/2025	2430	2630	2530
Uttar Pradesh	Mainpuri	Mainpuri	Apple	Delicious	Medium	07/08/2025	9400	9640	9550
Uttar Pradesh	Mainpuri	Mainpuri	Black Gram Dal (Urd Dal)	Black Gram Dal	FAQ	07/08/2025	9800	9940	9860
Uttar Pradesh	Mainpuri	Mainpuri	Colacasia	Colacasia	FAQ	07/08/2025	1700	1900	1800
Uttar Pradesh	Mainpuri	Mainpuri	Onion	Red	FAQ	07/08/2025	1240	1420	1335
Uttar Pradesh	Mainpuri	Mainpuri	Pomegranate	Pomogranate	Medium	07/08/2025	6430	6620	6540
Uttar Pradesh	Mathura	Kosikalan	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	900	1030	1000
Uttar Pradesh	Mathura	Kosikalan	Brinjal	Brinjal	FAQ	07/08/2025	1400	1600	1500
Uttar Pradesh	Mathura	Kosikalan	Mousambi(Sweet Lime)	Mousambi	Medium	07/08/2025	2800	3000	2900
Uttar Pradesh	Mathura	Kosikalan	Wheat	Dara	FAQ	07/08/2025	2500	2600	2550
Uttar Pradesh	Mathura	Mathura	Barley (Jau)	Dara	FAQ	07/08/2025	2340	2415	2385
Uttar Pradesh	Mathura	Mathura	Bengal Gram(Gram)(Whole)	Desi (Whole)	FAQ	07/08/2025	6570	6900	6700
Uttar Pradesh	Mathura	Mathura	Capsicum	Capsicum	FAQ	07/08/2025	5800	6200	6000
Uttar Pradesh	Mathura	Mathura	Green Gram (Moong)(Whole)	Green (Whole)	FAQ	07/08/2025	8500	8700	8688
Uttar Pradesh	Mathura	Mathura	Mustard	Sarson(Black)	FAQ	07/08/2025	6800	7145	7050
Uttar Pradesh	Mathura	Mathura	Papaya	Papaya	Medium	07/08/2025	2800	3200	3000
Uttar Pradesh	Mathura	Mathura	Potato	Desi	FAQ	07/08/2025	900	1100	1015
Uttar Pradesh	Mathura	Mathura	Spinach	Spinach	FAQ	07/08/2025	1600	1900	1800
Uttar Pradesh	Mathura	Mathura	Sponge gourd	Sponge gourd	FAQ	07/08/2025	1500	1800	1700
Uttar Pradesh	Mathura	Mathura	Wheat	Dara	FAQ	07/08/2025	2510	2575	2535
Uttar Pradesh	Mau(Maunathbhanjan)	Doharighat	Rice	1009 Kar	FAQ	07/08/2025	3900	4000	3965
Uttar Pradesh	Meerut	Meerut	Apple	Delicious	Medium	07/08/2025	9880	10080	9980
Uttar Pradesh	Meerut	Meerut	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	07/08/2025	10340	10440	10390
Uttar Pradesh	Meerut	Meerut	Black Gram (Urd Beans)(Whole)	Black Gram (Whole)	FAQ	07/08/2025	8740	8840	8790
Uttar Pradesh	Meerut	Meerut	Cabbage	Cabbage	FAQ	07/08/2025	1480	1680	1580
Uttar Pradesh	Meerut	Meerut	Masur Dal	Masur Dal	FAQ	07/08/2025	7650	7750	7700
Uttar Pradesh	Meerut	Meerut	Mousambi(Sweet Lime)	Mousambi	Medium	07/08/2025	3390	3590	3490
Uttar Pradesh	Meerut	Meerut	Mustard	Sarson(Black)	FAQ	07/08/2025	6700	6800	6750
Uttar Pradesh	Mirzapur	Mirzapur	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1700	1785	1750
Uttar Pradesh	Mirzapur	Mirzapur	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3850	3915	3875
Uttar Pradesh	Mirzapur	Mirzapur	Gur(Jaggery)	Red	FAQ	07/08/2025	4600	4700	4650
Uttar Pradesh	Mirzapur	Mirzapur	Pointed gourd (Parval)	Pointed gourd (Parval)	FAQ	07/08/2025	2850	2950	2900
Uttar Pradesh	Pillibhit	Pilibhit	Onion	Red	FAQ	07/08/2025	1320	1400	1360
Uttar Pradesh	Pillibhit	Pilibhit	Papaya	Papaya	Medium	07/08/2025	2745	2825	2785
Uttar Pradesh	Pillibhit	Puranpur	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1710	1790	1750
Uttar Pradesh	Pillibhit	Puranpur	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1300	1370	1335
Uttar Pradesh	Pillibhit	Puranpur	Green Chilli	Green Chilly	FAQ	07/08/2025	1315	1400	1355
Uttar Pradesh	Pillibhit	Puranpur	Onion	Red	Non-FAQ	07/08/2025	1250	1300	1275
Uttar Pradesh	Pillibhit	Puranpur	Potato	Potato	Non-FAQ	07/08/2025	960	1080	1000
Uttar Pradesh	Pratapgarh	Pratapgarh	Apple	Delicious	Medium	07/08/2025	10300	10600	10400
Uttar Pradesh	Pratapgarh	Pratapgarh	Bengal Gram Dal (Chana Dal)	Bengal Gram Dal	FAQ	07/08/2025	7700	7900	7740
Uttar Pradesh	Pratapgarh	Pratapgarh	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1500	1700	1550
Uttar Pradesh	Pratapgarh	Pratapgarh	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3900	4150	3950
Uttar Pradesh	Pratapgarh	Pratapgarh	Mousambi(Sweet Lime)	Mousambi	Medium	07/08/2025	3500	3650	3560
Uttar Pradesh	Pratapgarh	Pratapgarh	Potato	Desi	FAQ	07/08/2025	950	1150	1015
Uttar Pradesh	Pratapgarh	Pratapgarh	Tomato	Deshi	FAQ	07/08/2025	3800	4100	3900
Uttar Pradesh	Prayagraj	Ajuha	Tomato	Deshi	FAQ	07/08/2025	4100	4200	4150
Uttar Pradesh	Prayagraj	Allahabad	Cabbage	Cabbage	FAQ	07/08/2025	1850	1920	1880
Uttar Pradesh	Prayagraj	Allahabad	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3780	3900	3835
Uttar Pradesh	Prayagraj	Allahabad	Guava	Guava Alahabad	Medium	07/08/2025	2530	2600	2585
Uttar Pradesh	Prayagraj	Allahabad	Jack Fruit	Jack Fruit	Medium	07/08/2025	1445	1515	1465
Uttar Pradesh	Prayagraj	Allahabad	Pumpkin	Pumpkin	FAQ	07/08/2025	1300	1425	1370
Uttar Pradesh	Prayagraj	Allahabad	Rice	Common	FAQ	07/08/2025	3150	3220	3180
Uttar Pradesh	Raebarelli	Jayas	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	07/08/2025	10250	10275	10265
Uttar Pradesh	Raebarelli	Jayas	Brinjal	Round/Long	FAQ	07/08/2025	1530	1575	1560
Uttar Pradesh	Raebarelli	Jayas	Onion	Red	FAQ	07/08/2025	1350	1400	1360
Uttar Pradesh	Raebarelli	Jayas	Potato	Desi	FAQ	07/08/2025	1160	1200	1170
Uttar Pradesh	Raebarelli	Jayas	Tomato	Hybrid	FAQ	07/08/2025	3680	3750	3700
Uttar Pradesh	Raebarelli	Lalganj	Colacasia	Colacasia	FAQ	07/08/2025	1900	2100	2000
Uttar Pradesh	Raebarelli	Raibareilly	Bitter gourd	Bitter Gourd	FAQ	07/08/2025	2200	2300	2250
Uttar Pradesh	Raebarelli	Raibareilly	Cucumbar(Kheera)	Cucumbar	FAQ	07/08/2025	2050	2100	2075
Uttar Pradesh	Raebarelli	Raibareilly	Pomegranate	Pomogranate	Medium	07/08/2025	7000	7100	7060
Uttar Pradesh	Raebarelli	Raibareilly	Potato	Desi	FAQ	07/08/2025	1100	1150	1125
Uttar Pradesh	Raebarelli	Raibareilly	Pumpkin	Pumpkin	FAQ	07/08/2025	1300	1400	1360
Uttar Pradesh	Raebarelli	Raibareilly	Rice	Common	FAQ	07/08/2025	3160	3200	3180
Uttar Pradesh	Raebarelli	Raibareilly	Sponge gourd	Sponge gourd	FAQ	07/08/2025	1600	1650	1625
Uttar Pradesh	Raebarelli	Raibareilly	Tomato	Hybrid	FAQ	07/08/2025	3600	3700	3660
Uttar Pradesh	Raebarelli	Salon	Paddy(Dhan)(Common)	Common	Non-FAQ	07/08/2025	2300	2320	2315
Uttar Pradesh	Raebarelli	Salon	Rice	Common	FAQ	07/08/2025	3100	3110	3105
Uttar Pradesh	Rampur	Rampur	Lemon	Lemon	FAQ	07/08/2025	3950	4050	4000
Uttar Pradesh	Rampur	Rampur	Lentil (Masur)(Whole)	Masoor Gola	FAQ	07/08/2025	6780	6870	6820
Uttar Pradesh	Rampur	Rampur	Pomegranate	Pomogranate	Medium	07/08/2025	6750	6860	6800
Uttar Pradesh	Rampur	Rampur	Potato	Desi	FAQ	07/08/2025	1050	1140	1090
Uttar Pradesh	Rampur	Rampur	Tomato	Deshi	FAQ	07/08/2025	3900	3990	3940
Uttar Pradesh	Rampur	Tanda(Rampur)	Sponge gourd	Other	FAQ	07/08/2025	1000	1040	1020
Uttar Pradesh	Saharanpur	Chutmalpur	Cucumbar(Kheera)	Cucumbar	FAQ	07/08/2025	1000	1200	1100
Uttar Pradesh	Saharanpur	Chutmalpur	Green Chilli	Green Chilly	FAQ	07/08/2025	2100	2300	2200
Uttar Pradesh	Saharanpur	Chutmalpur	Onion	Red	FAQ	07/08/2025	1200	1400	1300
Uttar Pradesh	Saharanpur	Chutmalpur	Potato	Potato	FAQ	07/08/2025	1100	1300	1200
Uttar Pradesh	Saharanpur	Chutmalpur	Pumpkin	Pumpkin	FAQ	07/08/2025	600	800	700
Uttar Pradesh	Saharanpur	Chutmalpur	Ridgeguard(Tori)	Ridgeguard(Tori)	FAQ	07/08/2025	700	900	800
Uttar Pradesh	Saharanpur	Saharanpur	Apple	Kasmir/Shimla - II	Medium	07/08/2025	8000	9500	9000
Uttar Pradesh	Saharanpur	Saharanpur	Cabbage	Cabbage	FAQ	07/08/2025	1400	1800	1600
Uttar Pradesh	Saharanpur	Saharanpur	Potato	Desi	FAQ	07/08/2025	1000	1350	1150
Uttar Pradesh	Saharanpur	Saharanpur	Tomato	Hybrid	FAQ	07/08/2025	4000	4800	4400
Uttar Pradesh	Sambhal	Bhehjoi	Wheat	Dara	Non-FAQ	07/08/2025	2500	2510	2505
Uttar Pradesh	Sambhal	Chandausi	Brinjal	Round/Long	FAQ	07/08/2025	1450	1550	1500
Uttar Pradesh	Sambhal	Chandausi	Papaya	Papaya	Medium	07/08/2025	2800	2850	2825
Uttar Pradesh	Sambhal	Chandausi	Pumpkin	Pumpkin	FAQ	07/08/2025	1250	1300	1275
Uttar Pradesh	Sambhal	Chandausi	Tomato	Tomato	FAQ	07/08/2025	3950	4050	4000
Uttar Pradesh	Sant Kabir Nagar	Khalilabad	Bitter gourd	Bitter Gourd	FAQ	07/08/2025	1400	1500	1450
Uttar Pradesh	Sant Kabir Nagar	Khalilabad	Pointed gourd (Parval)	Pointed gourd (Parval)	FAQ	07/08/2025	1300	1500	1400
Uttar Pradesh	Sant Kabir Nagar	Khalilabad	Tomato	Hybrid	FAQ	07/08/2025	2500	2850	2800
Uttar Pradesh	Shahjahanpur	Puwaha	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1400	1600	1500
Uttar Pradesh	Shahjahanpur	Puwaha	Colacasia	Colacasia	FAQ	07/08/2025	2300	2500	2400
Uttar Pradesh	Shahjahanpur	Puwaha	Tomato	Hybrid	FAQ	07/08/2025	3900	4100	4000
Uttar Pradesh	Shahjahanpur	Shahjahanpur	Arhar Dal(Tur Dal)	Arhar Dal(Tur)	FAQ	07/08/2025	10170	10290	10230
Uttar Pradesh	Shahjahanpur	Shahjahanpur	Banana	Banana - Ripe	Medium	07/08/2025	2750	2870	2810
Uttar Pradesh	Shahjahanpur	Shahjahanpur	Papaya	Papaya	Medium	07/08/2025	2715	2840	2770
Uttar Pradesh	Shahjahanpur	Shahjahanpur	Rice	Common	FAQ	07/08/2025	3370	3500	3440
Uttar Pradesh	Shahjahanpur	Shahjahanpur	Wheat	Dara	FAQ	07/08/2025	2490	2560	2540
Uttar Pradesh	Shahjahanpur	Shahjahanpur	Wheat	Dara	Non-FAQ	07/08/2025	2460	2540	2500
Uttar Pradesh	Shahjahanpur	Tilhar	Banana	Banana - Ripe	Medium	07/08/2025	2710	2810	2760
Uttar Pradesh	Shahjahanpur	Tilhar	Jack Fruit	Jack Fruit	Medium	07/08/2025	1530	1630	1580
Uttar Pradesh	Shahjahanpur	Tilhar	Potato	Desi	FAQ	07/08/2025	1060	1140	1100
Uttar Pradesh	Shahjahanpur	Tilhar	Wheat	Dara	FAQ	07/08/2025	2500	2540	2525
Uttar Pradesh	Shamli	Kairana	Cucumbar(Kheera)	Cucumbar	FAQ	07/08/2025	1400	1500	1450
Uttar Pradesh	Shamli	Kairana	Onion	Red	FAQ	07/08/2025	1200	1300	1250
Uttar Pradesh	Shamli	Kairana	Tomato	Hybrid	FAQ	07/08/2025	2700	2800	2750
Uttar Pradesh	Shamli	Shamli	Bhindi(Ladies Finger)	Bhindi	FAQ	07/08/2025	1500	1600	1550
Uttar Pradesh	Shamli	Shamli	Masur Dal	Masur Dal	FAQ	07/08/2025	7660	7750	7700
Uttar Pradesh	Shamli	Shamli	Mustard Oil	Mustard Oil	FAQ	07/08/2025	14400	14500	14450
Uttar Pradesh	Shamli	Shamli	Ridgeguard(Tori)	Ridgeguard(Tori)	FAQ	07/08/2025	1730	1830	1780
Uttar Pradesh	Shamli	Thanabhavan	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	800	1000	900
Uttar Pradesh	Shamli	Thanabhavan	Lemon	Lemon	FAQ	07/08/2025	4400	4600	4500
Uttar Pradesh	Shamli	Thanabhavan	Raddish	Raddish	FAQ	07/08/2025	600	800	700
Uttar Pradesh	Shravasti	Bhinga	Bottle gourd	Bottle Gourd	FAQ	07/08/2025	1580	1725	1650
Uttar Pradesh	Shravasti	Bhinga	Capsicum	Capsicum	FAQ	07/08/2025	6680	6950	6800
Uttar Pradesh	Shravasti	Bhinga	Ginger(Green)	Green Ginger	FAQ	07/08/2025	3780	4050	3900
Uttar Pradesh	Shravasti	Bhinga	Maize	Yellow	FAQ	07/08/2025	2025	2200	2100
Uttar Pradesh	Shravasti	Bhinga	Mustard Oil	Mustard Oil	FAQ	07/08/2025	15200	15450	15300
Uttar Pradesh	Shravasti	Payagpur	Long Melon(Kakri)	Long Melon (Kakri)	FAQ	07/08/2025	1800	2000	1900
Uttar Pradesh	Siddharth Nagar	Naugarh	Mousambi(Sweet Lime)	Mousambi	Medium	07/08/2025	3520	3560	3550
Uttar Pradesh	Siddharth Nagar	Naugarh	Onion	Red	FAQ	07/08/2025	1340	1390	1380
Uttar Pradesh	Siddharth Nagar	Sahiyapur	Apple	Delicious	Large	07/08/2025	9200	9750	9300
Uttar Pradesh	Sitapur	Hargaon (Laharpur)	Firewood	Other	FAQ	07/08/2025	300	350	320
Uttar Pradesh	Sitapur	Mehmoodabad	Brinjal	Round/Long	FAQ	07/08/2025	1655	1720	1685
Uttar Pradesh	Sitapur	Mehmoodabad	Lemon	Lemon	FAQ	07/08/2025	4415	4630	4470
Uttar Pradesh	Sitapur	Sitapur	Green Chilli	Green Chilly	FAQ	07/08/2025	4200	4650	4500
